experiment,condition,protocol,genotype,pupilSize,freq,level,mag,phi
1,Awake,Singletone,Alpha9KO,Small,13000,50,NaN,NaN
1,Awake,Singletone,Alpha9KO,Small,5000,50,3.61550559178885,3.61550559178885
1,Awake,Singletone,Alpha9KO,Small,6000,50,4.5135004332885,4.5135004332885
1,Awake,Singletone,Alpha9KO,Small,7000,50,10.5403737067197,10.5403737067197
1,Awake,Singletone,Alpha9KO,Small,8000,50,20.1924192767179,20.1924192767179
1,Awake,Singletone,Alpha9KO,Small,9000,50,35.8150602885033,35.8150602885033
1,Awake,Singletone,Alpha9KO,Small,10000,50,26.6423603032136,26.6423603032136
1,Awake,Singletone,Alpha9KO,Small,11000,50,12.1929003226245,12.1929003226245
1,Awake,Singletone,Alpha9KO,Small,12000,50,2.41910253109316,2.41910253109316
1,Awake,Singletone,Alpha9KO,Small,13000,50,1.09223765705569,1.09223765705569
1,Awake,Singletone,Alpha9KO,Small,5000,50,1.87965780059936,1.87965780059936
1,Awake,Singletone,Alpha9KO,Small,6000,50,2.84394288170266,2.84394288170266
1,Awake,Singletone,Alpha9KO,Small,7000,50,3.19796921219858,3.19796921219858
1,Awake,Singletone,Alpha9KO,Small,8000,50,9.43883629517262,9.43883629517262
1,Awake,Singletone,Alpha9KO,Small,9000,50,7.94583845573269,7.94583845573269
1,Awake,Singletone,Alpha9KO,Small,10000,50,23.2614097864075,23.2614097864075
1,Awake,Singletone,Alpha9KO,Small,11000,50,12.5340857411302,12.5340857411302
1,Awake,Singletone,Alpha9KO,Small,12000,50,2.51657694636179,2.51657694636179
1,Awake,Singletone,Alpha9KO,Small,13000,50,NaN,NaN
1,Awake,Singletone,Alpha9KO,Small,5000,50,1.24822058773504,1.24822058773504
1,Awake,Singletone,Alpha9KO,Small,6000,50,4.32131652791767,4.32131652791767
1,Awake,Singletone,Alpha9KO,Small,7000,50,10.5052126742496,10.5052126742496
1,Awake,Singletone,Alpha9KO,Small,8000,50,20.130765510409,20.130765510409
1,Awake,Singletone,Alpha9KO,Small,9000,50,31.7558203446247,31.7558203446247
1,Awake,Singletone,Alpha9KO,Small,10000,50,30.9128433961404,30.9128433961404
1,Awake,Singletone,Alpha9KO,Small,11000,50,14.8780393153374,14.8780393153374
1,Awake,Singletone,Alpha9KO,Small,12000,50,2.32434263481219,2.32434263481219
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.307669259309253,0.307669259309253
1,Awake,Singletone,Alpha9KO,Small,5000,50,3.43597818945377,3.43597818945377
1,Awake,Singletone,Alpha9KO,Small,6000,50,4.65809563160637,4.65809563160637
1,Awake,Singletone,Alpha9KO,Small,7000,50,10.5896715697177,10.5896715697177
1,Awake,Singletone,Alpha9KO,Small,8000,50,23.7101620562631,23.7101620562631
1,Awake,Singletone,Alpha9KO,Small,9000,50,40.2389398488247,40.2389398488247
1,Awake,Singletone,Alpha9KO,Small,10000,50,31.1830647113328,31.1830647113328
1,Awake,Singletone,Alpha9KO,Small,11000,50,13.6599073915216,13.6599073915216
1,Awake,Singletone,Alpha9KO,Small,12000,50,2.21472736215371,2.21472736215371
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.591231456691383,0.591231456691383
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.03596038793111,2.03596038793111
1,Awake,Singletone,Alpha9KO,Small,6000,50,3.55363667552445,3.55363667552445
1,Awake,Singletone,Alpha9KO,Small,7000,50,8.62557788770455,8.62557788770455
1,Awake,Singletone,Alpha9KO,Small,8000,50,16.2161818695991,16.2161818695991
1,Awake,Singletone,Alpha9KO,Small,9000,50,34.3001987841514,34.3001987841514
1,Awake,Singletone,Alpha9KO,Small,10000,50,24.344531233159,24.344531233159
1,Awake,Singletone,Alpha9KO,Small,11000,50,13.8077186806353,13.8077186806353
1,Awake,Singletone,Alpha9KO,Small,12000,50,2.87413665291533,2.87413665291533
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.698685212772971,0.698685212772971
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.61770982753034,2.61770982753034
1,Awake,Singletone,Alpha9KO,Small,6000,50,5.36317669981211,5.36317669981211
1,Awake,Singletone,Alpha9KO,Small,7000,50,11.5615665301153,11.5615665301153
1,Awake,Singletone,Alpha9KO,Small,8000,50,21.9710423747295,21.9710423747295
1,Awake,Singletone,Alpha9KO,Small,9000,50,33.2278947149014,33.2278947149014
1,Awake,Singletone,Alpha9KO,Small,10000,50,21.4311793346486,21.4311793346486
1,Awake,Singletone,Alpha9KO,Small,11000,50,10.5670093031745,10.5670093031745
1,Awake,Singletone,Alpha9KO,Small,12000,50,0.988454115343302,0.988454115343302
1,Awake,Singletone,Alpha9KO,Small,13000,50,1.16045895626783,1.16045895626783
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.72218319881353,2.72218319881353
1,Awake,Singletone,Alpha9KO,Small,6000,50,3.17257950602538,3.17257950602538
1,Awake,Singletone,Alpha9KO,Small,7000,50,9.931173267891,9.931173267891
1,Awake,Singletone,Alpha9KO,Small,8000,50,24.2988757725421,24.2988757725421
1,Awake,Singletone,Alpha9KO,Small,9000,50,15.9233893777413,15.9233893777413
1,Awake,Singletone,Alpha9KO,Small,10000,50,17.0447366766914,17.0447366766914
1,Awake,Singletone,Alpha9KO,Small,11000,50,15.8643944456733,15.8643944456733
1,Awake,Singletone,Alpha9KO,Small,12000,50,1.48001099000157,1.48001099000157
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.582132931947953,0.582132931947953
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.24175388647586,2.24175388647586
1,Awake,Singletone,Alpha9KO,Small,6000,50,3.6880588404173,3.6880588404173
1,Awake,Singletone,Alpha9KO,Small,7000,50,6.64764193643294,6.64764193643294
1,Awake,Singletone,Alpha9KO,Small,8000,50,11.3566917528079,11.3566917528079
