experiment,condition,protocol,genotype,pupilSize,freq,level,mag,phi
2,Awake,Multitone,WT,Small,12130,80,2.36068460106871,-2.82529075749348
2,Awake,Multitone,WT,Small,12688,80,0.968374716605749,-3.02377204377638
2,Awake,Multitone,WT,Small,13248,80,0.656643727989962,-3.48535925471844
2,Awake,Multitone,WT,Small,13810,80,0.650479894016698,-3.28294190300637
2,Awake,Multitone,WT,Small,14375,80,NaN,NaN
3,Awake,Multitone,WT,Small,4068,10,0.411651544491176,-0.159853993657883
3,Awake,Multitone,WT,Small,4588,10,0.516223749296566,-0.0401802424443272
3,Awake,Multitone,WT,Small,5110,10,0.526309695058347,-1.13220494845205
3,Awake,Multitone,WT,Small,5635,10,0.620473950603771,-0.668807949535641
3,Awake,Multitone,WT,Small,6163,10,0.537477812133963,-0.552819344045392
3,Awake,Multitone,WT,Small,6693,10,0.611588605551156,-1.331230580376
3,Awake,Multitone,WT,Small,7225,10,0.54463238415712,-1.75431121480805
3,Awake,Multitone,WT,Small,7760,10,NaN,NaN
3,Awake,Multitone,WT,Small,8298,10,0.581994451774555,-1.94948563004868
3,Awake,Multitone,WT,Small,8838,10,0.547707869385622,-2.27349990972457
3,Awake,Multitone,WT,Small,9380,10,0.632293600770417,-2.6530387398329
3,Awake,Multitone,WT,Small,9925,10,0.535357008033946,-2.21583374079245
3,Awake,Multitone,WT,Small,10473,10,0.865764900161953,-2.22092059213048
3,Awake,Multitone,WT,Small,11023,10,1.02084777903221,-2.68363544396078
3,Awake,Multitone,WT,Small,11575,10,1.43583390580148,-3.11438773564457
3,Awake,Multitone,WT,Small,12130,10,1.59657817962197,-2.89295280247897
3,Awake,Multitone,WT,Small,12688,10,1.42510659451583,-3.00476488759249
3,Awake,Multitone,WT,Small,13248,10,0.789268440530496,-3.66597041963479
3,Awake,Multitone,WT,Small,13810,10,0.501267661900652,-4.12643203703861
3,Awake,Multitone,WT,Small,14375,10,NaN,NaN
3,Awake,Multitone,WT,Small,4068,20,0.387548348046247,-0.117239859056383
3,Awake,Multitone,WT,Small,4588,20,0.631146598186394,-0.382549954983506
3,Awake,Multitone,WT,Small,5110,20,0.508098562608638,-0.749498932099523
3,Awake,Multitone,WT,Small,5635,20,0.528957787970688,-0.569599644400044
3,Awake,Multitone,WT,Small,6163,20,0.424531770100305,-0.946882735730219
3,Awake,Multitone,WT,Small,6693,20,0.484697480356498,-1.36021778189284
3,Awake,Multitone,WT,Small,7225,20,0.644828696925594,-1.57069653529906
3,Awake,Multitone,WT,Small,7760,20,0.455903447721611,-1.51702122021675
3,Awake,Multitone,WT,Small,8298,20,0.578293910214347,-2.02349940080945
3,Awake,Multitone,WT,Small,8838,20,0.693380571477157,-2.28415037626889
3,Awake,Multitone,WT,Small,9380,20,0.840090384633492,-2.61282738537711
3,Awake,Multitone,WT,Small,9925,20,0.95729406562809,-2.20878869677015
