experiment,condition,protocol,genotype,pupilSize,level,q,bf
10,Anesth,Singletone,Alpha9KO,Large,10,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Large,20,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Large,30,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Large,40,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Large,50,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Large,60,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Large,70,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Large,80,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Large,10,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Large,20,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Large,30,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Large,40,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Large,50,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Large,60,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Large,70,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Large,80,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Large,10,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Large,20,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Large,30,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Large,40,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Large,50,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Large,60,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Large,70,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Large,80,NaN,NaN
1,Anesth,TM,WT,Small,10,NaN,NaN
1,Anesth,TM,WT,Small,20,NaN,NaN
1,Anesth,TM,WT,Small,30,NaN,NaN
1,Anesth,TM,WT,Small,40,NaN,NaN
1,Anesth,TM,WT,Small,50,NaN,NaN
1,Anesth,TM,WT,Small,60,NaN,NaN
1,Anesth,TM,WT,Small,70,NaN,NaN
1,Anesth,TM,WT,Small,80,NaN,NaN
2,Anesth,TM,WT,Small,10,NaN,NaN
2,Anesth,TM,WT,Small,20,NaN,NaN
2,Anesth,TM,WT,Small,30,NaN,NaN
2,Anesth,TM,WT,Small,40,NaN,NaN
2,Anesth,TM,WT,Small,50,NaN,NaN
2,Anesth,TM,WT,Small,60,NaN,NaN
2,Anesth,TM,WT,Small,70,NaN,NaN
2,Anesth,TM,WT,Small,80,NaN,NaN
3,Anesth,TM,WT,Small,10,NaN,NaN
3,Anesth,TM,WT,Small,20,NaN,NaN
3,Anesth,TM,WT,Small,30,NaN,NaN
3,Anesth,TM,WT,Small,40,NaN,NaN
3,Anesth,TM,WT,Small,50,NaN,NaN
3,Anesth,TM,WT,Small,60,NaN,NaN
3,Anesth,TM,WT,Small,70,NaN,NaN
3,Anesth,TM,WT,Small,80,NaN,NaN
4,Anesth,TM,WT,Small,10,NaN,NaN
4,Anesth,TM,WT,Small,20,NaN,NaN
4,Anesth,TM,WT,Small,30,NaN,NaN
4,Anesth,TM,WT,Small,40,NaN,NaN
4,Anesth,TM,WT,Small,50,NaN,NaN
4,Anesth,TM,WT,Small,60,NaN,NaN
4,Anesth,TM,WT,Small,70,NaN,NaN
4,Anesth,TM,WT,Small,80,NaN,NaN
5,Anesth,TM,WT,Small,10,NaN,NaN
5,Anesth,TM,WT,Small,20,NaN,NaN
5,Anesth,TM,WT,Small,30,NaN,NaN
5,Anesth,TM,WT,Small,40,NaN,NaN
5,Anesth,TM,WT,Small,50,NaN,NaN
5,Anesth,TM,WT,Small,60,NaN,NaN
5,Anesth,TM,WT,Small,70,NaN,NaN
5,Anesth,TM,WT,Small,80,NaN,NaN
6,Anesth,TM,WT,Small,10,NaN,NaN
6,Anesth,TM,WT,Small,20,NaN,NaN
6,Anesth,TM,WT,Small,30,NaN,NaN
6,Anesth,TM,WT,Small,40,NaN,NaN
6,Anesth,TM,WT,Small,50,NaN,NaN
6,Anesth,TM,WT,Small,60,NaN,NaN
6,Anesth,TM,WT,Small,70,NaN,NaN
6,Anesth,TM,WT,Small,80,NaN,NaN
1,Anesth,TM,WT,Medium,10,NaN,NaN
1,Anesth,TM,WT,Medium,20,NaN,NaN
1,Anesth,TM,WT,Medium,30,NaN,NaN
1,Anesth,TM,WT,Medium,40,NaN,NaN
1,Anesth,TM,WT,Medium,50,NaN,NaN
1,Anesth,TM,WT,Medium,60,NaN,NaN
1,Anesth,TM,WT,Medium,70,NaN,NaN
1,Anesth,TM,WT,Medium,80,NaN,NaN
2,Anesth,TM,WT,Medium,10,NaN,NaN
2,Anesth,TM,WT,Medium,20,NaN,NaN
2,Anesth,TM,WT,Medium,30,NaN,NaN
2,Anesth,TM,WT,Medium,40,NaN,NaN
2,Anesth,TM,WT,Medium,50,NaN,NaN
2,Anesth,TM,WT,Medium,60,NaN,NaN
2,Anesth,TM,WT,Medium,70,NaN,NaN
2,Anesth,TM,WT,Medium,80,NaN,NaN
3,Anesth,TM,WT,Medium,10,NaN,NaN
3,Anesth,TM,WT,Medium,20,NaN,NaN
3,Anesth,TM,WT,Medium,30,NaN,NaN
3,Anesth,TM,WT,Medium,40,NaN,NaN
3,Anesth,TM,WT,Medium,50,NaN,NaN
3,Anesth,TM,WT,Medium,60,NaN,NaN
3,Anesth,TM,WT,Medium,70,NaN,NaN
3,Anesth,TM,WT,Medium,80,NaN,NaN
4,Anesth,TM,WT,Medium,10,NaN,NaN
4,Anesth,TM,WT,Medium,20,NaN,NaN
4,Anesth,TM,WT,Medium,30,NaN,NaN
4,Anesth,TM,WT,Medium,40,NaN,NaN
4,Anesth,TM,WT,Medium,50,NaN,NaN
4,Anesth,TM,WT,Medium,60,NaN,NaN
4,Anesth,TM,WT,Medium,70,NaN,NaN
4,Anesth,TM,WT,Medium,80,NaN,NaN
5,Anesth,TM,WT,Medium,10,NaN,NaN
5,Anesth,TM,WT,Medium,20,NaN,NaN
5,Anesth,TM,WT,Medium,30,NaN,NaN
5,Anesth,TM,WT,Medium,40,NaN,NaN
5,Anesth,TM,WT,Medium,50,NaN,NaN
5,Anesth,TM,WT,Medium,60,NaN,NaN
5,Anesth,TM,WT,Medium,70,NaN,NaN
5,Anesth,TM,WT,Medium,80,NaN,NaN
6,Anesth,TM,WT,Medium,10,NaN,NaN
6,Anesth,TM,WT,Medium,20,NaN,NaN
6,Anesth,TM,WT,Medium,30,NaN,NaN
6,Anesth,TM,WT,Medium,40,NaN,NaN
6,Anesth,TM,WT,Medium,50,NaN,NaN
6,Anesth,TM,WT,Medium,60,NaN,NaN
6,Anesth,TM,WT,Medium,70,NaN,NaN
6,Anesth,TM,WT,Medium,80,NaN,NaN
1,Anesth,TM,WT,Large,10,NaN,NaN
1,Anesth,TM,WT,Large,20,NaN,NaN
1,Anesth,TM,WT,Large,30,NaN,NaN
1,Anesth,TM,WT,Large,40,NaN,NaN
1,Anesth,TM,WT,Large,50,NaN,NaN
1,Anesth,TM,WT,Large,60,NaN,NaN
1,Anesth,TM,WT,Large,70,NaN,NaN
1,Anesth,TM,WT,Large,80,NaN,NaN
2,Anesth,TM,WT,Large,10,NaN,NaN
2,Anesth,TM,WT,Large,20,NaN,NaN
2,Anesth,TM,WT,Large,30,NaN,NaN
2,Anesth,TM,WT,Large,40,NaN,NaN
2,Anesth,TM,WT,Large,50,NaN,NaN
2,Anesth,TM,WT,Large,60,NaN,NaN
2,Anesth,TM,WT,Large,70,NaN,NaN
2,Anesth,TM,WT,Large,80,NaN,NaN
3,Anesth,TM,WT,Large,10,NaN,NaN
3,Anesth,TM,WT,Large,20,NaN,NaN
3,Anesth,TM,WT,Large,30,NaN,NaN
3,Anesth,TM,WT,Large,40,NaN,NaN
3,Anesth,TM,WT,Large,50,NaN,NaN
3,Anesth,TM,WT,Large,60,NaN,NaN
3,Anesth,TM,WT,Large,70,NaN,NaN
3,Anesth,TM,WT,Large,80,NaN,NaN
4,Anesth,TM,WT,Large,10,NaN,NaN
4,Anesth,TM,WT,Large,20,NaN,NaN
4,Anesth,TM,WT,Large,30,NaN,NaN
4,Anesth,TM,WT,Large,40,NaN,NaN
4,Anesth,TM,WT,Large,50,NaN,NaN
4,Anesth,TM,WT,Large,60,NaN,NaN
4,Anesth,TM,WT,Large,70,NaN,NaN
4,Anesth,TM,WT,Large,80,NaN,NaN
5,Anesth,TM,WT,Large,10,NaN,NaN
5,Anesth,TM,WT,Large,20,NaN,NaN
5,Anesth,TM,WT,Large,30,NaN,NaN
5,Anesth,TM,WT,Large,40,NaN,NaN
5,Anesth,TM,WT,Large,50,NaN,NaN
5,Anesth,TM,WT,Large,60,NaN,NaN
5,Anesth,TM,WT,Large,70,NaN,NaN
5,Anesth,TM,WT,Large,80,NaN,NaN
6,Anesth,TM,WT,Large,10,NaN,NaN
6,Anesth,TM,WT,Large,20,NaN,NaN
6,Anesth,TM,WT,Large,30,NaN,NaN
6,Anesth,TM,WT,Large,40,NaN,NaN
6,Anesth,TM,WT,Large,50,NaN,NaN
6,Anesth,TM,WT,Large,60,NaN,NaN
6,Anesth,TM,WT,Large,70,NaN,NaN
6,Anesth,TM,WT,Large,80,NaN,NaN
7,Anesth,TM,Alpha9KO,Small,10,NaN,NaN
7,Anesth,TM,Alpha9KO,Small,20,NaN,NaN
7,Anesth,TM,Alpha9KO,Small,30,NaN,NaN
7,Anesth,TM,Alpha9KO,Small,40,NaN,NaN
7,Anesth,TM,Alpha9KO,Small,50,NaN,NaN
7,Anesth,TM,Alpha9KO,Small,60,NaN,NaN
7,Anesth,TM,Alpha9KO,Small,70,NaN,NaN
7,Anesth,TM,Alpha9KO,Small,80,NaN,NaN
8,Anesth,TM,Alpha9KO,Small,10,NaN,NaN
8,Anesth,TM,Alpha9KO,Small,20,NaN,NaN
8,Anesth,TM,Alpha9KO,Small,30,NaN,NaN
8,Anesth,TM,Alpha9KO,Small,40,NaN,NaN
8,Anesth,TM,Alpha9KO,Small,50,NaN,NaN
8,Anesth,TM,Alpha9KO,Small,60,NaN,NaN
8,Anesth,TM,Alpha9KO,Small,70,NaN,NaN
8,Anesth,TM,Alpha9KO,Small,80,NaN,NaN
9,Anesth,TM,Alpha9KO,Small,10,NaN,NaN
9,Anesth,TM,Alpha9KO,Small,20,NaN,NaN
9,Anesth,TM,Alpha9KO,Small,30,NaN,NaN
9,Anesth,TM,Alpha9KO,Small,40,NaN,NaN
9,Anesth,TM,Alpha9KO,Small,50,NaN,NaN
9,Anesth,TM,Alpha9KO,Small,60,NaN,NaN
9,Anesth,TM,Alpha9KO,Small,70,NaN,NaN
9,Anesth,TM,Alpha9KO,Small,80,NaN,NaN
10,Anesth,TM,Alpha9KO,Small,10,NaN,NaN
10,Anesth,TM,Alpha9KO,Small,20,NaN,NaN
10,Anesth,TM,Alpha9KO,Small,30,NaN,NaN
10,Anesth,TM,Alpha9KO,Small,40,NaN,NaN
10,Anesth,TM,Alpha9KO,Small,50,NaN,NaN
10,Anesth,TM,Alpha9KO,Small,60,NaN,NaN
10,Anesth,TM,Alpha9KO,Small,70,NaN,NaN
10,Anesth,TM,Alpha9KO,Small,80,NaN,NaN
11,Anesth,TM,Alpha9KO,Small,10,NaN,NaN
11,Anesth,TM,Alpha9KO,Small,20,NaN,NaN
11,Anesth,TM,Alpha9KO,Small,30,NaN,NaN
11,Anesth,TM,Alpha9KO,Small,40,NaN,NaN
11,Anesth,TM,Alpha9KO,Small,50,NaN,NaN
11,Anesth,TM,Alpha9KO,Small,60,NaN,NaN
11,Anesth,TM,Alpha9KO,Small,70,NaN,NaN
11,Anesth,TM,Alpha9KO,Small,80,NaN,NaN
12,Anesth,TM,Alpha9KO,Small,10,NaN,NaN
12,Anesth,TM,Alpha9KO,Small,20,NaN,NaN
12,Anesth,TM,Alpha9KO,Small,30,NaN,NaN
12,Anesth,TM,Alpha9KO,Small,40,NaN,NaN
12,Anesth,TM,Alpha9KO,Small,50,NaN,NaN
12,Anesth,TM,Alpha9KO,Small,60,NaN,NaN
12,Anesth,TM,Alpha9KO,Small,70,NaN,NaN
12,Anesth,TM,Alpha9KO,Small,80,NaN,NaN
7,Anesth,TM,Alpha9KO,Medium,10,NaN,NaN
7,Anesth,TM,Alpha9KO,Medium,20,NaN,NaN
7,Anesth,TM,Alpha9KO,Medium,30,NaN,NaN
7,Anesth,TM,Alpha9KO,Medium,40,NaN,NaN
7,Anesth,TM,Alpha9KO,Medium,50,NaN,NaN
7,Anesth,TM,Alpha9KO,Medium,60,NaN,NaN
7,Anesth,TM,Alpha9KO,Medium,70,NaN,NaN
7,Anesth,TM,Alpha9KO,Medium,80,NaN,NaN
8,Anesth,TM,Alpha9KO,Medium,10,NaN,NaN
8,Anesth,TM,Alpha9KO,Medium,20,NaN,NaN
8,Anesth,TM,Alpha9KO,Medium,30,NaN,NaN
8,Anesth,TM,Alpha9KO,Medium,40,NaN,NaN
8,Anesth,TM,Alpha9KO,Medium,50,NaN,NaN
8,Anesth,TM,Alpha9KO,Medium,60,NaN,NaN
8,Anesth,TM,Alpha9KO,Medium,70,NaN,NaN
8,Anesth,TM,Alpha9KO,Medium,80,NaN,NaN
9,Anesth,TM,Alpha9KO,Medium,10,NaN,NaN
9,Anesth,TM,Alpha9KO,Medium,20,NaN,NaN
9,Anesth,TM,Alpha9KO,Medium,30,NaN,NaN
9,Anesth,TM,Alpha9KO,Medium,40,NaN,NaN
9,Anesth,TM,Alpha9KO,Medium,50,NaN,NaN
9,Anesth,TM,Alpha9KO,Medium,60,NaN,NaN
9,Anesth,TM,Alpha9KO,Medium,70,NaN,NaN
9,Anesth,TM,Alpha9KO,Medium,80,NaN,NaN
10,Anesth,TM,Alpha9KO,Medium,10,NaN,NaN
10,Anesth,TM,Alpha9KO,Medium,20,NaN,NaN
10,Anesth,TM,Alpha9KO,Medium,30,NaN,NaN
10,Anesth,TM,Alpha9KO,Medium,40,NaN,NaN
10,Anesth,TM,Alpha9KO,Medium,50,NaN,NaN
10,Anesth,TM,Alpha9KO,Medium,60,NaN,NaN
10,Anesth,TM,Alpha9KO,Medium,70,NaN,NaN
10,Anesth,TM,Alpha9KO,Medium,80,NaN,NaN
11,Anesth,TM,Alpha9KO,Medium,10,NaN,NaN
11,Anesth,TM,Alpha9KO,Medium,20,NaN,NaN
11,Anesth,TM,Alpha9KO,Medium,30,NaN,NaN
11,Anesth,TM,Alpha9KO,Medium,40,NaN,NaN
11,Anesth,TM,Alpha9KO,Medium,50,NaN,NaN
11,Anesth,TM,Alpha9KO,Medium,60,NaN,NaN
11,Anesth,TM,Alpha9KO,Medium,70,NaN,NaN
11,Anesth,TM,Alpha9KO,Medium,80,NaN,NaN
12,Anesth,TM,Alpha9KO,Medium,10,NaN,NaN
12,Anesth,TM,Alpha9KO,Medium,20,NaN,NaN
12,Anesth,TM,Alpha9KO,Medium,30,NaN,NaN
12,Anesth,TM,Alpha9KO,Medium,40,NaN,NaN
12,Anesth,TM,Alpha9KO,Medium,50,NaN,NaN
12,Anesth,TM,Alpha9KO,Medium,60,NaN,NaN
12,Anesth,TM,Alpha9KO,Medium,70,NaN,NaN
12,Anesth,TM,Alpha9KO,Medium,80,NaN,NaN
7,Anesth,TM,Alpha9KO,Large,10,NaN,NaN
7,Anesth,TM,Alpha9KO,Large,20,NaN,NaN
7,Anesth,TM,Alpha9KO,Large,30,NaN,NaN
7,Anesth,TM,Alpha9KO,Large,40,NaN,NaN
7,Anesth,TM,Alpha9KO,Large,50,NaN,NaN
7,Anesth,TM,Alpha9KO,Large,60,NaN,NaN
7,Anesth,TM,Alpha9KO,Large,70,NaN,NaN
7,Anesth,TM,Alpha9KO,Large,80,NaN,NaN
8,Anesth,TM,Alpha9KO,Large,10,NaN,NaN
8,Anesth,TM,Alpha9KO,Large,20,NaN,NaN
8,Anesth,TM,Alpha9KO,Large,30,NaN,NaN
8,Anesth,TM,Alpha9KO,Large,40,NaN,NaN
8,Anesth,TM,Alpha9KO,Large,50,NaN,NaN
8,Anesth,TM,Alpha9KO,Large,60,NaN,NaN
8,Anesth,TM,Alpha9KO,Large,70,NaN,NaN
8,Anesth,TM,Alpha9KO,Large,80,NaN,NaN
9,Anesth,TM,Alpha9KO,Large,10,NaN,NaN
9,Anesth,TM,Alpha9KO,Large,20,NaN,NaN
9,Anesth,TM,Alpha9KO,Large,30,NaN,NaN
9,Anesth,TM,Alpha9KO,Large,40,NaN,NaN
9,Anesth,TM,Alpha9KO,Large,50,NaN,NaN
9,Anesth,TM,Alpha9KO,Large,60,NaN,NaN
9,Anesth,TM,Alpha9KO,Large,70,NaN,NaN
9,Anesth,TM,Alpha9KO,Large,80,NaN,NaN
10,Anesth,TM,Alpha9KO,Large,10,NaN,NaN
10,Anesth,TM,Alpha9KO,Large,20,NaN,NaN
10,Anesth,TM,Alpha9KO,Large,30,NaN,NaN
10,Anesth,TM,Alpha9KO,Large,40,NaN,NaN
10,Anesth,TM,Alpha9KO,Large,50,NaN,NaN
10,Anesth,TM,Alpha9KO,Large,60,NaN,NaN
10,Anesth,TM,Alpha9KO,Large,70,NaN,NaN
10,Anesth,TM,Alpha9KO,Large,80,NaN,NaN
11,Anesth,TM,Alpha9KO,Large,10,NaN,NaN
11,Anesth,TM,Alpha9KO,Large,20,NaN,NaN
11,Anesth,TM,Alpha9KO,Large,30,NaN,NaN
11,Anesth,TM,Alpha9KO,Large,40,NaN,NaN
11,Anesth,TM,Alpha9KO,Large,50,NaN,NaN
11,Anesth,TM,Alpha9KO,Large,60,NaN,NaN
11,Anesth,TM,Alpha9KO,Large,70,NaN,NaN
11,Anesth,TM,Alpha9KO,Large,80,NaN,NaN
12,Anesth,TM,Alpha9KO,Large,10,NaN,NaN
12,Anesth,TM,Alpha9KO,Large,20,NaN,NaN
12,Anesth,TM,Alpha9KO,Large,30,NaN,NaN
12,Anesth,TM,Alpha9KO,Large,40,NaN,NaN
12,Anesth,TM,Alpha9KO,Large,50,NaN,NaN
12,Anesth,TM,Alpha9KO,Large,60,NaN,NaN
12,Anesth,TM,Alpha9KO,Large,70,NaN,NaN
12,Anesth,TM,Alpha9KO,Large,80,NaN,NaN
