experiment,condition,protocol,genotype,pupilSize,freq,gain1,gain2
5,Anesth,Singletone,WT,Medium,6163,NaN,NaN
5,Anesth,Singletone,WT,Medium,6693,NaN,NaN
5,Anesth,Singletone,WT,Medium,7225,NaN,NaN
5,Anesth,Singletone,WT,Medium,7760,NaN,NaN
5,Anesth,Singletone,WT,Medium,8298,NaN,NaN
5,Anesth,Singletone,WT,Medium,8838,NaN,NaN
5,Anesth,Singletone,WT,Medium,9380,NaN,NaN
5,Anesth,Singletone,WT,Medium,9925,NaN,NaN
5,Anesth,Singletone,WT,Medium,10473,NaN,NaN
5,Anesth,Singletone,WT,Medium,11023,NaN,NaN
5,Anesth,Singletone,WT,Medium,11575,NaN,NaN
5,Anesth,Singletone,WT,Medium,12130,NaN,NaN
5,Anesth,Singletone,WT,Medium,12688,NaN,NaN
5,Anesth,Singletone,WT,Medium,13248,NaN,NaN
5,Anesth,Singletone,WT,Medium,13810,NaN,NaN
5,Anesth,Singletone,WT,Medium,14375,NaN,NaN
6,Anesth,Singletone,WT,Medium,4068,NaN,NaN
6,Anesth,Singletone,WT,Medium,4588,NaN,NaN
6,Anesth,Singletone,WT,Medium,5110,NaN,NaN
6,Anesth,Singletone,WT,Medium,5635,NaN,NaN
6,Anesth,Singletone,WT,Medium,6163,NaN,NaN
6,Anesth,Singletone,WT,Medium,6693,NaN,NaN
6,Anesth,Singletone,WT,Medium,7225,NaN,NaN
6,Anesth,Singletone,WT,Medium,7760,NaN,NaN
6,Anesth,Singletone,WT,Medium,8298,NaN,NaN
6,Anesth,Singletone,WT,Medium,8838,NaN,NaN
6,Anesth,Singletone,WT,Medium,9380,NaN,NaN
6,Anesth,Singletone,WT,Medium,9925,NaN,NaN
6,Anesth,Singletone,WT,Medium,10473,NaN,NaN
6,Anesth,Singletone,WT,Medium,11023,NaN,NaN
6,Anesth,Singletone,WT,Medium,11575,NaN,NaN
6,Anesth,Singletone,WT,Medium,12130,NaN,NaN
6,Anesth,Singletone,WT,Medium,12688,NaN,NaN
6,Anesth,Singletone,WT,Medium,13248,NaN,NaN
6,Anesth,Singletone,WT,Medium,13810,NaN,NaN
6,Anesth,Singletone,WT,Medium,14375,NaN,NaN
1,Anesth,Singletone,WT,Large,4068,NaN,NaN
1,Anesth,Singletone,WT,Large,4588,NaN,NaN
1,Anesth,Singletone,WT,Large,5110,NaN,NaN
1,Anesth,Singletone,WT,Large,5635,NaN,NaN
1,Anesth,Singletone,WT,Large,6163,NaN,NaN
1,Anesth,Singletone,WT,Large,6693,NaN,NaN
1,Anesth,Singletone,WT,Large,7225,NaN,NaN
1,Anesth,Singletone,WT,Large,7760,NaN,NaN
1,Anesth,Singletone,WT,Large,8298,NaN,NaN
1,Anesth,Singletone,WT,Large,8838,NaN,NaN
1,Anesth,Singletone,WT,Large,9380,NaN,NaN
1,Anesth,Singletone,WT,Large,9925,NaN,NaN
1,Anesth,Singletone,WT,Large,10473,NaN,NaN
1,Anesth,Singletone,WT,Large,11023,NaN,NaN
1,Anesth,Singletone,WT,Large,11575,NaN,NaN
1,Anesth,Singletone,WT,Large,12130,NaN,NaN
1,Anesth,Singletone,WT,Large,12688,NaN,NaN
1,Anesth,Singletone,WT,Large,13248,NaN,NaN
1,Anesth,Singletone,WT,Large,13810,NaN,NaN
1,Anesth,Singletone,WT,Large,14375,NaN,NaN
2,Anesth,Singletone,WT,Large,4068,NaN,NaN
2,Anesth,Singletone,WT,Large,4588,NaN,NaN
2,Anesth,Singletone,WT,Large,5110,NaN,NaN
2,Anesth,Singletone,WT,Large,5635,NaN,NaN
2,Anesth,Singletone,WT,Large,6163,NaN,NaN
2,Anesth,Singletone,WT,Large,6693,NaN,NaN
2,Anesth,Singletone,WT,Large,7225,NaN,NaN
2,Anesth,Singletone,WT,Large,7760,NaN,NaN
2,Anesth,Singletone,WT,Large,8298,NaN,NaN
2,Anesth,Singletone,WT,Large,8838,NaN,NaN
2,Anesth,Singletone,WT,Large,9380,NaN,NaN
2,Anesth,Singletone,WT,Large,9925,NaN,NaN
2,Anesth,Singletone,WT,Large,10473,NaN,NaN
2,Anesth,Singletone,WT,Large,11023,NaN,NaN
2,Anesth,Singletone,WT,Large,11575,NaN,NaN
2,Anesth,Singletone,WT,Large,12130,NaN,NaN
2,Anesth,Singletone,WT,Large,12688,NaN,NaN
2,Anesth,Singletone,WT,Large,13248,NaN,NaN
2,Anesth,Singletone,WT,Large,13810,NaN,NaN
2,Anesth,Singletone,WT,Large,14375,NaN,NaN
3,Anesth,Singletone,WT,Large,4068,NaN,NaN
3,Anesth,Singletone,WT,Large,4588,NaN,NaN
3,Anesth,Singletone,WT,Large,5110,NaN,NaN
3,Anesth,Singletone,WT,Large,5635,NaN,NaN
3,Anesth,Singletone,WT,Large,6163,NaN,NaN
3,Anesth,Singletone,WT,Large,6693,NaN,NaN
3,Anesth,Singletone,WT,Large,7225,NaN,NaN
3,Anesth,Singletone,WT,Large,7760,NaN,NaN
3,Anesth,Singletone,WT,Large,8298,NaN,NaN
3,Anesth,Singletone,WT,Large,8838,NaN,NaN
3,Anesth,Singletone,WT,Large,9380,NaN,NaN
3,Anesth,Singletone,WT,Large,9925,NaN,NaN
3,Anesth,Singletone,WT,Large,10473,NaN,NaN
3,Anesth,Singletone,WT,Large,11023,NaN,NaN
3,Anesth,Singletone,WT,Large,11575,NaN,NaN
3,Anesth,Singletone,WT,Large,12130,NaN,NaN
3,Anesth,Singletone,WT,Large,12688,NaN,NaN
3,Anesth,Singletone,WT,Large,13248,NaN,NaN
3,Anesth,Singletone,WT,Large,13810,NaN,NaN
3,Anesth,Singletone,WT,Large,14375,NaN,NaN
4,Anesth,Singletone,WT,Large,4068,NaN,NaN
4,Anesth,Singletone,WT,Large,4588,NaN,NaN
4,Anesth,Singletone,WT,Large,5110,NaN,NaN
4,Anesth,Singletone,WT,Large,5635,NaN,NaN
4,Anesth,Singletone,WT,Large,6163,NaN,NaN
4,Anesth,Singletone,WT,Large,6693,NaN,NaN
4,Anesth,Singletone,WT,Large,7225,NaN,NaN
4,Anesth,Singletone,WT,Large,7760,NaN,NaN
4,Anesth,Singletone,WT,Large,8298,NaN,NaN
4,Anesth,Singletone,WT,Large,8838,NaN,NaN
4,Anesth,Singletone,WT,Large,9380,NaN,NaN
4,Anesth,Singletone,WT,Large,9925,NaN,NaN
4,Anesth,Singletone,WT,Large,10473,NaN,NaN
4,Anesth,Singletone,WT,Large,11023,NaN,NaN
4,Anesth,Singletone,WT,Large,11575,NaN,NaN
4,Anesth,Singletone,WT,Large,12130,NaN,NaN
4,Anesth,Singletone,WT,Large,12688,NaN,NaN
4,Anesth,Singletone,WT,Large,13248,NaN,NaN
4,Anesth,Singletone,WT,Large,13810,NaN,NaN
4,Anesth,Singletone,WT,Large,14375,NaN,NaN
5,Anesth,Singletone,WT,Large,4068,NaN,NaN
5,Anesth,Singletone,WT,Large,4588,NaN,NaN
5,Anesth,Singletone,WT,Large,5110,NaN,NaN
5,Anesth,Singletone,WT,Large,5635,NaN,NaN
5,Anesth,Singletone,WT,Large,6163,NaN,NaN
5,Anesth,Singletone,WT,Large,6693,NaN,NaN
5,Anesth,Singletone,WT,Large,7225,NaN,NaN
5,Anesth,Singletone,WT,Large,7760,NaN,NaN
5,Anesth,Singletone,WT,Large,8298,NaN,NaN
5,Anesth,Singletone,WT,Large,8838,NaN,NaN
5,Anesth,Singletone,WT,Large,9380,NaN,NaN
5,Anesth,Singletone,WT,Large,9925,NaN,NaN
5,Anesth,Singletone,WT,Large,10473,NaN,NaN
5,Anesth,Singletone,WT,Large,11023,NaN,NaN
5,Anesth,Singletone,WT,Large,11575,NaN,NaN
5,Anesth,Singletone,WT,Large,12130,NaN,NaN
5,Anesth,Singletone,WT,Large,12688,NaN,NaN
5,Anesth,Singletone,WT,Large,13248,NaN,NaN
5,Anesth,Singletone,WT,Large,13810,NaN,NaN
5,Anesth,Singletone,WT,Large,14375,NaN,NaN
6,Anesth,Singletone,WT,Large,4068,NaN,NaN
6,Anesth,Singletone,WT,Large,4588,NaN,NaN
6,Anesth,Singletone,WT,Large,5110,NaN,NaN
6,Anesth,Singletone,WT,Large,5635,NaN,NaN
6,Anesth,Singletone,WT,Large,6163,NaN,NaN
6,Anesth,Singletone,WT,Large,6693,NaN,NaN
6,Anesth,Singletone,WT,Large,7225,NaN,NaN
6,Anesth,Singletone,WT,Large,7760,NaN,NaN
6,Anesth,Singletone,WT,Large,8298,NaN,NaN
6,Anesth,Singletone,WT,Large,8838,NaN,NaN
6,Anesth,Singletone,WT,Large,9380,NaN,NaN
6,Anesth,Singletone,WT,Large,9925,NaN,NaN
6,Anesth,Singletone,WT,Large,10473,NaN,NaN
6,Anesth,Singletone,WT,Large,11023,NaN,NaN
6,Anesth,Singletone,WT,Large,11575,NaN,NaN
6,Anesth,Singletone,WT,Large,12130,NaN,NaN
6,Anesth,Singletone,WT,Large,12688,NaN,NaN
6,Anesth,Singletone,WT,Large,13248,NaN,NaN
6,Anesth,Singletone,WT,Large,13810,NaN,NaN
6,Anesth,Singletone,WT,Large,14375,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,4068,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,4588,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,5110,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,5635,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,6163,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,6693,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,7225,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,7760,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,8298,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,8838,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,9380,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,9925,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,10473,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,11023,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,11575,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,12130,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,12688,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,13248,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,13810,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,14375,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,4068,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,4588,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,5110,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,5635,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,6163,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,6693,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,7225,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,7760,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,8298,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,8838,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,9380,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,9925,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,10473,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,11023,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,11575,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,12130,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,12688,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,13248,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,13810,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,14375,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,4068,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,4588,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,5110,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,5635,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,6163,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,6693,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,7225,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,7760,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,8298,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,8838,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,9380,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,9925,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,10473,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,11023,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,11575,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,12130,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,12688,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,13248,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,13810,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,14375,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,4068,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,4588,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,5110,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,5635,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,6163,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,6693,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,7225,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,7760,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,8298,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,8838,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,9380,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,9925,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,10473,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,11023,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,11575,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,12130,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,12688,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,13248,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,13810,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,14375,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,4068,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,4588,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,5110,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,5635,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,6163,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,6693,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,7225,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,7760,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,8298,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,8838,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,9380,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,9925,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,10473,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,11023,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,11575,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,12130,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,12688,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,13248,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,13810,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,14375,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,4068,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,4588,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,5110,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,5635,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,6163,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,6693,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,7225,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,7760,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,8298,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,8838,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,9380,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,9925,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,10473,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,11023,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,11575,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,12130,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,12688,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,13248,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,13810,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,14375,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,4068,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,4588,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,5110,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,5635,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,6163,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,6693,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,7225,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,7760,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,8298,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,8838,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,9380,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,9925,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,10473,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,11023,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,11575,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,12130,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,12688,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,13248,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,13810,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,14375,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,4068,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,4588,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,5110,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,5635,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,6163,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,6693,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,7225,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,7760,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,8298,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,8838,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,9380,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,9925,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,10473,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,11023,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,11575,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,12130,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,12688,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,13248,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,13810,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,14375,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,4068,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,4588,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,5110,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,5635,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,6163,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,6693,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,7225,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,7760,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,8298,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,8838,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,9380,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,9925,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,10473,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,11023,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,11575,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,12130,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,12688,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,13248,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,13810,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,14375,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Medium,4068,NaN,12.1725869320839
10,Anesth,Singletone,Alpha9KO,Medium,4588,NaN,4.40753357961914
10,Anesth,Singletone,Alpha9KO,Medium,5110,NaN,7.8269514960151
10,Anesth,Singletone,Alpha9KO,Medium,5635,NaN,5.88330645640818
10,Anesth,Singletone,Alpha9KO,Medium,6163,NaN,8.18883471028196
10,Anesth,Singletone,Alpha9KO,Medium,6693,NaN,11.5517208149532
10,Anesth,Singletone,Alpha9KO,Medium,7225,NaN,14.0808874122774
10,Anesth,Singletone,Alpha9KO,Medium,7760,4.19068638874582,19.5622044910392
10,Anesth,Singletone,Alpha9KO,Medium,8298,6.19052711827717,22.7563067391848
10,Anesth,Singletone,Alpha9KO,Medium,8838,12.2364790431271,18.8507060431368
10,Anesth,Singletone,Alpha9KO,Medium,9380,17.4861599075027,24.4740774491486
10,Anesth,Singletone,Alpha9KO,Medium,9925,27.5261255413516,23.9328954732659
10,Anesth,Singletone,Alpha9KO,Medium,10473,21.406332041659,27.5185824880327
10,Anesth,Singletone,Alpha9KO,Medium,11023,23.5190475722843,24.548212308599
10,Anesth,Singletone,Alpha9KO,Medium,11575,25.419157434136,22.5739239457832
10,Anesth,Singletone,Alpha9KO,Medium,12130,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Medium,12688,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Medium,13248,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Medium,13810,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Medium,14375,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,4068,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,4588,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,5110,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,5635,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,6163,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,6693,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,7225,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,7760,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,8298,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,8838,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,9380,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,9925,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,10473,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,11023,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,11575,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,12130,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,12688,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,13248,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,13810,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,14375,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,4068,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,4588,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,5110,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,5635,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,6163,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,6693,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,7225,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,7760,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,8298,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,8838,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,9380,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,9925,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,10473,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,11023,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,11575,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,12130,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,12688,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,13248,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,13810,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,14375,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,4068,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,4588,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,5110,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,5635,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,6163,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,6693,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,7225,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,7760,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,8298,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,8838,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,9380,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,9925,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,10473,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,11023,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,11575,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,12130,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,12688,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,13248,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,13810,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,14375,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,4068,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,4588,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,5110,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,5635,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,6163,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,6693,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,7225,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,7760,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,8298,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,8838,NaN,NaN
